game_id,class_alias,attacker,defender,turn,success,compilable,attempts
236,Complex,4.1 mini,4.1,17,,3,3
236,Complex,4.1 mini,4.1,18,3.0,3,3
236,Complex,4.1 mini,4.1,19,,3,3
236,Complex,4.1 mini,4.1,20,3.0,3,3
237,Complex,haiku,haiku,1,1.0,1,1
237,Complex,haiku,haiku,2,2.0,2,2
237,Complex,haiku,haiku,3,3.0,3,4
237,Complex,haiku,haiku,4,,3,3
237,Complex,haiku,haiku,5,1.0,1,1
237,Complex,haiku,haiku,6,,3,3
237,Complex,haiku,haiku,7,,3,4
237,Complex,haiku,haiku,8,,3,3
237,Complex,haiku,haiku,9,,3,4
237,Complex,haiku,haiku,10,,3,4
237,Complex,haiku,haiku,11,,3,4
237,Complex,haiku,haiku,12,1.0,1,2
237,Complex,haiku,haiku,13,,3,3
237,Complex,haiku,haiku,14,,3,3
237,Complex,haiku,haiku,15,,3,3
237,Complex,haiku,haiku,16,,3,3
237,Complex,haiku,haiku,17,,3,3
237,Complex,haiku,haiku,18,,3,3
237,Complex,haiku,haiku,19,,3,3
237,Complex,haiku,haiku,20,,3,3
238,Complex,4.1 mini,sonnet,1,1.0,1,1
238,Complex,4.1 mini,sonnet,2,1.0,1,1
238,Complex,4.1 mini,sonnet,3,1.0,1,1
238,Complex,4.1 mini,sonnet,4,1.0,1,1
238,Complex,4.1 mini,sonnet,5,1.0,1,1
238,Complex,4.1 mini,sonnet,6,1.0,1,1
238,Complex,4.1 mini,sonnet,7,1.0,1,1
238,Complex,4.1 mini,sonnet,8,3.0,3,4
238,Complex,4.1 mini,sonnet,9,,3,3
238,Complex,4.1 mini,sonnet,10,,3,3
238,Complex,4.1 mini,sonnet,11,2.0,2,2
238,Complex,4.1 mini,sonnet,12,2.0,2,2
238,Complex,4.1 mini,sonnet,13,,3,3
238,Complex,4.1 mini,sonnet,14,,3,3
238,Complex,4.1 mini,sonnet,15,1.0,1,1
238,Complex,4.1 mini,sonnet,16,,3,3
238,Complex,4.1 mini,sonnet,17,,3,3
238,Complex,4.1 mini,sonnet,18,,3,3
238,Complex,4.1 mini,sonnet,19,2.0,2,2
238,Complex,4.1 mini,sonnet,20,,3,3
240,Complex,4.1,sonnet,1,1.0,1,1
240,Complex,4.1,sonnet,2,,3,3
240,Complex,4.1,sonnet,3,2.0,2,2
240,Complex,4.1,sonnet,4,1.0,1,1
240,Complex,4.1,sonnet,5,1.0,1,1
240,Complex,4.1,sonnet,6,1.0,1,1
240,Complex,4.1,sonnet,7,,3,3
240,Complex,4.1,sonnet,8,1.0,1,1
240,Complex,4.1,sonnet,9,3.0,3,3
240,Complex,4.1,sonnet,10,,3,3
240,Complex,4.1,sonnet,11,,3,3
240,Complex,4.1,sonnet,12,2.0,2,2
240,Complex,4.1,sonnet,13,,3,3
240,Complex,4.1,sonnet,14,2.0,2,2
240,Complex,4.1,sonnet,15,1.0,1,1
240,Complex,4.1,sonnet,16,,3,3
240,Complex,4.1,sonnet,17,,3,3
240,Complex,4.1,sonnet,18,,3,3
240,Complex,4.1,sonnet,19,,3,3
240,Complex,4.1,sonnet,20,,3,3
241,Complex,4.1,4.1 mini,1,1.0,1,1
241,Complex,4.1,4.1 mini,2,1.0,1,1
241,Complex,4.1,4.1 mini,3,1.0,1,1
241,Complex,4.1,4.1 mini,4,,3,3
241,Complex,4.1,4.1 mini,5,2.0,2,2
241,Complex,4.1,4.1 mini,6,,3,3
241,Complex,4.1,4.1 mini,7,,3,3
241,Complex,4.1,4.1 mini,8,3.0,3,3
241,Complex,4.1,4.1 mini,9,,3,3
241,Complex,4.1,4.1 mini,10,,3,3
241,Complex,4.1,4.1 mini,11,,3,3
241,Complex,4.1,4.1 mini,12,,3,3
241,Complex,4.1,4.1 mini,13,,3,3
241,Complex,4.1,4.1 mini,14,,3,3
241,Complex,4.1,4.1 mini,15,,3,3
241,Complex,4.1,4.1 mini,16,,3,3
241,Complex,4.1,4.1 mini,17,,3,3
241,Complex,4.1,4.1 mini,18,2.0,2,2
241,Complex,4.1,4.1 mini,19,,3,3
241,Complex,4.1,4.1 mini,20,,3,3
242,Complex,haiku,4.1,1,1.0,1,1
242,Complex,haiku,4.1,2,1.0,1,1
242,Complex,haiku,4.1,3,,3,4
242,Complex,haiku,4.1,4,2.0,2,2
242,Complex,haiku,4.1,5,,3,3
242,Complex,haiku,4.1,6,,3,3
242,Complex,haiku,4.1,7,,3,3
242,Complex,haiku,4.1,8,,3,4
242,Complex,haiku,4.1,9,1.0,1,1
242,Complex,haiku,4.1,10,,3,3
242,Complex,haiku,4.1,11,,3,3
242,Complex,haiku,4.1,12,,3,3
242,Complex,haiku,4.1,13,,3,3
242,Complex,haiku,4.1,14,,3,3
242,Complex,haiku,4.1,15,,3,3
242,Complex,haiku,4.1,16,,3,4
242,Complex,haiku,4.1,17,,3,3
242,Complex,haiku,4.1,18,,3,3
242,Complex,haiku,4.1,19,1.0,1,1
242,Complex,haiku,4.1,20,3.0,3,3
243,Complex,sonnet,haiku,1,1.0,1,1
243,Complex,sonnet,haiku,2,1.0,1,1
243,Complex,sonnet,haiku,3,,3,4
243,Complex,sonnet,haiku,4,,3,5
243,Complex,sonnet,haiku,5,,3,3
243,Complex,sonnet,haiku,6,1.0,1,1
243,Complex,sonnet,haiku,7,,3,3
243,Complex,sonnet,haiku,8,1.0,1,1
243,Complex,sonnet,haiku,9,,3,4
243,Complex,sonnet,haiku,10,,3,6
243,Complex,sonnet,haiku,11,,3,3
243,Complex,sonnet,haiku,12,,3,5
243,Complex,sonnet,haiku,13,,3,3
243,Complex,sonnet,haiku,14,,3,6
243,Complex,sonnet,haiku,15,,3,4
243,Complex,sonnet,haiku,16,,3,6
243,Complex,sonnet,haiku,17,,3,4
243,Complex,sonnet,haiku,18,,3,4
243,Complex,sonnet,haiku,19,,3,5
243,Complex,sonnet,haiku,20,,3,3
374,SparseIntArray,4.1 mini,4.1,1,1.0,1,1
374,SparseIntArray,4.1 mini,4.1,2,1.0,1,1
374,SparseIntArray,4.1 mini,4.1,3,2.0,2,3
374,SparseIntArray,4.1 mini,4.1,4,,3,4
374,SparseIntArray,4.1 mini,4.1,5,2.0,2,4
374,SparseIntArray,4.1 mini,4.1,6,,3,5
374,SparseIntArray,4.1 mini,4.1,7,3.0,3,5
374,SparseIntArray,4.1 mini,4.1,8,1.0,1,3
374,SparseIntArray,4.1 mini,4.1,9,3.0,3,4
374,SparseIntArray,4.1 mini,4.1,10,,3,8
374,SparseIntArray,4.1 mini,4.1,11,1.0,1,2
374,SparseIntArray,4.1 mini,4.1,12,2.0,2,3
374,SparseIntArray,4.1 mini,4.1,13,1.0,1,1
374,SparseIntArray,4.1 mini,4.1,14,,3,6
374,SparseIntArray,4.1 mini,4.1,15,3.0,3,4
374,SparseIntArray,4.1 mini,4.1,16,,3,5
374,SparseIntArray,4.1 mini,4.1,17,3.0,3,5
374,SparseIntArray,4.1 mini,4.1,18,3.0,3,5
374,SparseIntArray,4.1 mini,4.1,19,,3,4
374,SparseIntArray,4.1 mini,4.1,20,,3,5
375,SparseIntArray,sonnet,4.1,1,1.0,1,1
375,SparseIntArray,sonnet,4.1,2,2.0,2,2
375,SparseIntArray,sonnet,4.1,3,,3,3
375,SparseIntArray,sonnet,4.1,4,,3,3
375,SparseIntArray,sonnet,4.1,5,,3,3
375,SparseIntArray,sonnet,4.1,6,,3,3
375,SparseIntArray,sonnet,4.1,7,,3,3
375,SparseIntArray,sonnet,4.1,8,,3,3
375,SparseIntArray,sonnet,4.1,9,,3,3
375,SparseIntArray,sonnet,4.1,10,,3,3
375,SparseIntArray,sonnet,4.1,11,,3,3
375,SparseIntArray,sonnet,4.1,12,,3,3
375,SparseIntArray,sonnet,4.1,13,,3,3
375,SparseIntArray,sonnet,4.1,14,,3,3
375,SparseIntArray,sonnet,4.1,15,,3,3
375,SparseIntArray,sonnet,4.1,16,,3,3
375,SparseIntArray,sonnet,4.1,17,,3,3
375,SparseIntArray,sonnet,4.1,18,,3,3
375,SparseIntArray,sonnet,4.1,19,,3,3
375,SparseIntArray,sonnet,4.1,20,,3,3
376,SparseIntArray,4.1 mini,4.1 mini,1,1.0,1,1
376,SparseIntArray,4.1 mini,4.1 mini,2,1.0,1,1
376,SparseIntArray,4.1 mini,4.1 mini,3,1.0,1,1
376,SparseIntArray,4.1 mini,4.1 mini,4,2.0,2,3
376,SparseIntArray,4.1 mini,4.1 mini,5,1.0,1,1
376,SparseIntArray,4.1 mini,4.1 mini,6,3.0,3,5
376,SparseIntArray,4.1 mini,4.1 mini,7,,3,4
376,SparseIntArray,4.1 mini,4.1 mini,8,3.0,3,4
376,SparseIntArray,4.1 mini,4.1 mini,9,3.0,3,7
376,SparseIntArray,4.1 mini,4.1 mini,10,3.0,3,5
376,SparseIntArray,4.1 mini,4.1 mini,11,3.0,3,6
376,SparseIntArray,4.1 mini,4.1 mini,12,3.0,3,5
376,SparseIntArray,4.1 mini,4.1 mini,13,1.0,1,4
376,SparseIntArray,4.1 mini,4.1 mini,14,1.0,1,1
376,SparseIntArray,4.1 mini,4.1 mini,15,,3,7
376,SparseIntArray,4.1 mini,4.1 mini,16,2.0,2,2
376,SparseIntArray,4.1 mini,4.1 mini,17,,3,8
376,SparseIntArray,4.1 mini,4.1 mini,18,1.0,1,1
376,SparseIntArray,4.1 mini,4.1 mini,19,,3,5
376,SparseIntArray,4.1 mini,4.1 mini,20,,3,4
377,SparseIntArray,4.1 mini,haiku,1,1.0,1,1
377,SparseIntArray,4.1 mini,haiku,2,1.0,1,2
377,SparseIntArray,4.1 mini,haiku,3,1.0,1,1
377,SparseIntArray,4.1 mini,haiku,4,1.0,1,1
377,SparseIntArray,4.1 mini,haiku,5,3.0,3,5
377,SparseIntArray,4.1 mini,haiku,6,1.0,1,1
377,SparseIntArray,4.1 mini,haiku,7,,3,5
377,SparseIntArray,4.1 mini,haiku,8,,3,3
377,SparseIntArray,4.1 mini,haiku,9,2.0,2,2
377,SparseIntArray,4.1 mini,haiku,10,1.0,1,1
377,SparseIntArray,4.1 mini,haiku,11,1.0,1,1
377,SparseIntArray,4.1 mini,haiku,12,,3,5
377,SparseIntArray,4.1 mini,haiku,13,1.0,1,1
377,SparseIntArray,4.1 mini,haiku,14,2.0,2,2
377,SparseIntArray,4.1 mini,haiku,15,,3,3
377,SparseIntArray,4.1 mini,haiku,16,,3,5
377,SparseIntArray,4.1 mini,haiku,17,1.0,1,1
377,SparseIntArray,4.1 mini,haiku,18,3.0,3,10
377,SparseIntArray,4.1 mini,haiku,19,3.0,3,4
377,SparseIntArray,4.1 mini,haiku,20,,3,5
379,SparseIntArray,sonnet,haiku,1,1.0,1,1
379,SparseIntArray,sonnet,haiku,2,1.0,1,1
379,SparseIntArray,sonnet,haiku,3,,3,3
379,SparseIntArray,sonnet,haiku,4,,3,3
379,SparseIntArray,sonnet,haiku,5,,3,3
379,SparseIntArray,sonnet,haiku,6,,3,3
379,SparseIntArray,sonnet,haiku,7,,3,3
379,SparseIntArray,sonnet,haiku,8,,3,3
379,SparseIntArray,sonnet,haiku,9,,3,3
379,SparseIntArray,sonnet,haiku,10,,3,3
379,SparseIntArray,sonnet,haiku,11,,3,3
379,SparseIntArray,sonnet,haiku,12,,3,3
379,SparseIntArray,sonnet,haiku,13,,3,3
379,SparseIntArray,sonnet,haiku,14,,3,3
379,SparseIntArray,sonnet,haiku,15,,3,3
379,SparseIntArray,sonnet,haiku,16,,3,3
379,SparseIntArray,sonnet,haiku,17,,3,3
379,SparseIntArray,sonnet,haiku,18,,3,3
379,SparseIntArray,sonnet,haiku,19,,3,3
379,SparseIntArray,sonnet,haiku,20,,3,3
380,SparseIntArray,4.1,4.1,1,1.0,1,1
380,SparseIntArray,4.1,4.1,2,1.0,1,1
380,SparseIntArray,4.1,4.1,3,2.0,2,2
380,SparseIntArray,4.1,4.1,4,2.0,2,2
380,SparseIntArray,4.1,4.1,5,,3,3
380,SparseIntArray,4.1,4.1,6,,3,3
380,SparseIntArray,4.1,4.1,7,,3,3
380,SparseIntArray,4.1,4.1,8,,3,3
380,SparseIntArray,4.1,4.1,9,,3,3
380,SparseIntArray,4.1,4.1,10,,3,3
380,SparseIntArray,4.1,4.1,11,,3,3
380,SparseIntArray,4.1,4.1,12,,3,3
380,SparseIntArray,4.1,4.1,13,,3,3
380,SparseIntArray,4.1,4.1,14,,3,3
380,SparseIntArray,4.1,4.1,15,,3,4
380,SparseIntArray,4.1,4.1,16,,3,3
380,SparseIntArray,4.1,4.1,17,,3,3
380,SparseIntArray,4.1,4.1,18,2.0,2,2
380,SparseIntArray,4.1,4.1,19,,3,3
380,SparseIntArray,4.1,4.1,20,1.0,1,1
383,SparseIntArray,4.1,4.1 mini,1,1.0,1,1
383,SparseIntArray,4.1,4.1 mini,2,1.0,1,1
383,SparseIntArray,4.1,4.1 mini,3,,3,3
383,SparseIntArray,4.1,4.1 mini,4,1.0,1,1
383,SparseIntArray,4.1,4.1 mini,5,3.0,3,3
383,SparseIntArray,4.1,4.1 mini,6,1.0,1,2
383,SparseIntArray,4.1,4.1 mini,7,,3,3
383,SparseIntArray,4.1,4.1 mini,8,,3,3
383,SparseIntArray,4.1,4.1 mini,9,,3,3
383,SparseIntArray,4.1,4.1 mini,10,,3,3
383,SparseIntArray,4.1,4.1 mini,11,2.0,2,2
383,SparseIntArray,4.1,4.1 mini,12,1.0,1,1
383,SparseIntArray,4.1,4.1 mini,13,,3,3
383,SparseIntArray,4.1,4.1 mini,14,2.0,2,2
383,SparseIntArray,4.1,4.1 mini,15,,3,3
383,SparseIntArray,4.1,4.1 mini,16,,3,3
383,SparseIntArray,4.1,4.1 mini,17,,3,3
383,SparseIntArray,4.1,4.1 mini,18,,3,3
383,SparseIntArray,4.1,4.1 mini,19,2.0,2,2
383,SparseIntArray,4.1,4.1 mini,20,,3,3
384,SparseIntArray,sonnet,sonnet,1,1.0,1,1
384,SparseIntArray,sonnet,sonnet,2,1.0,1,1
384,SparseIntArray,sonnet,sonnet,3,,3,3
384,SparseIntArray,sonnet,sonnet,4,,3,3
384,SparseIntArray,sonnet,sonnet,5,,3,3
384,SparseIntArray,sonnet,sonnet,6,,3,3
384,SparseIntArray,sonnet,sonnet,7,,3,3
384,SparseIntArray,sonnet,sonnet,8,,3,3
384,SparseIntArray,sonnet,sonnet,9,,3,3
384,SparseIntArray,sonnet,sonnet,10,,3,3
384,SparseIntArray,sonnet,sonnet,11,,3,3
384,SparseIntArray,sonnet,sonnet,12,,3,3
384,SparseIntArray,sonnet,sonnet,13,,3,3
384,SparseIntArray,sonnet,sonnet,14,,3,3
384,SparseIntArray,sonnet,sonnet,15,,3,3
384,SparseIntArray,sonnet,sonnet,16,,3,3
384,SparseIntArray,sonnet,sonnet,17,,3,3
384,SparseIntArray,sonnet,sonnet,18,,3,3
384,SparseIntArray,sonnet,sonnet,19,,3,3
384,SparseIntArray,sonnet,sonnet,20,,3,3
387,SparseIntArray,sonnet,4.1 mini,1,1.0,1,1
387,SparseIntArray,sonnet,4.1 mini,2,1.0,1,1
387,SparseIntArray,sonnet,4.1 mini,3,,3,3
387,SparseIntArray,sonnet,4.1 mini,4,,3,3
387,SparseIntArray,sonnet,4.1 mini,5,,3,3
387,SparseIntArray,sonnet,4.1 mini,6,,3,3
387,SparseIntArray,sonnet,4.1 mini,7,,3,3
387,SparseIntArray,sonnet,4.1 mini,8,,3,3
387,SparseIntArray,sonnet,4.1 mini,9,,3,3
387,SparseIntArray,sonnet,4.1 mini,10,,3,3
387,SparseIntArray,sonnet,4.1 mini,11,,3,3
387,SparseIntArray,sonnet,4.1 mini,12,,3,3
387,SparseIntArray,sonnet,4.1 mini,13,,3,3
387,SparseIntArray,sonnet,4.1 mini,14,,3,3
387,SparseIntArray,sonnet,4.1 mini,15,,3,3
387,SparseIntArray,sonnet,4.1 mini,16,,3,3
387,SparseIntArray,sonnet,4.1 mini,17,,3,3
387,SparseIntArray,sonnet,4.1 mini,18,,3,3
387,SparseIntArray,sonnet,4.1 mini,19,,3,3
387,SparseIntArray,sonnet,4.1 mini,20,,3,3
390,SparseIntArray,4.1,sonnet,1,1.0,1,1
390,SparseIntArray,4.1,sonnet,2,1.0,1,1
390,SparseIntArray,4.1,sonnet,3,2.0,2,2
390,SparseIntArray,4.1,sonnet,4,,3,3
390,SparseIntArray,4.1,sonnet,5,3.0,3,3
390,SparseIntArray,4.1,sonnet,6,,3,3
390,SparseIntArray,4.1,sonnet,7,,3,3
390,SparseIntArray,4.1,sonnet,8,,3,3
390,SparseIntArray,4.1,sonnet,9,,3,3
390,SparseIntArray,4.1,sonnet,10,,3,3
390,SparseIntArray,4.1,sonnet,11,3.0,3,3
390,SparseIntArray,4.1,sonnet,12,,3,3
390,SparseIntArray,4.1,sonnet,13,,3,3
390,SparseIntArray,4.1,sonnet,14,,3,3
390,SparseIntArray,4.1,sonnet,15,,3,3
390,SparseIntArray,4.1,sonnet,16,,3,3
390,SparseIntArray,4.1,sonnet,17,3.0,3,3
390,SparseIntArray,4.1,sonnet,18,,3,3
390,SparseIntArray,4.1,sonnet,19,,3,3
390,SparseIntArray,4.1,sonnet,20,,3,3
394,SparseIntArray,4.1,haiku,1,1.0,1,1
394,SparseIntArray,4.1,haiku,2,2.0,2,3
394,SparseIntArray,4.1,haiku,3,2.0,2,2
394,SparseIntArray,4.1,haiku,4,1.0,1,1
394,SparseIntArray,4.1,haiku,5,2.0,2,2
394,SparseIntArray,4.1,haiku,6,,3,3
394,SparseIntArray,4.1,haiku,7,1.0,1,1
394,SparseIntArray,4.1,haiku,8,,3,3
394,SparseIntArray,4.1,haiku,9,,3,3
394,SparseIntArray,4.1,haiku,10,1.0,1,1
394,SparseIntArray,4.1,haiku,11,2.0,2,2
394,SparseIntArray,4.1,haiku,12,,3,3
394,SparseIntArray,4.1,haiku,13,2.0,2,2
394,SparseIntArray,4.1,haiku,14,1.0,1,1
394,SparseIntArray,4.1,haiku,15,2.0,2,2
394,SparseIntArray,4.1,haiku,16,1.0,1,1
394,SparseIntArray,4.1,haiku,17,3.0,3,3
394,SparseIntArray,4.1,haiku,18,1.0,1,1
394,SparseIntArray,4.1,haiku,19,3.0,3,3
394,SparseIntArray,4.1,haiku,20,2.0,2,2
413,IntHashMap,4.1 mini,4.1 mini,1,1.0,1,1
413,IntHashMap,4.1 mini,4.1 mini,2,1.0,1,1
413,IntHashMap,4.1 mini,4.1 mini,3,3.0,3,3
413,IntHashMap,4.1 mini,4.1 mini,4,1.0,1,1
413,IntHashMap,4.1 mini,4.1 mini,5,1.0,1,1
413,IntHashMap,4.1 mini,4.1 mini,6,2.0,2,2
413,IntHashMap,4.1 mini,4.1 mini,7,1.0,1,1
413,IntHashMap,4.1 mini,4.1 mini,8,1.0,1,1
413,IntHashMap,4.1 mini,4.1 mini,9,1.0,1,1
413,IntHashMap,4.1 mini,4.1 mini,10,1.0,1,1
413,IntHashMap,4.1 mini,4.1 mini,11,1.0,1,1
413,IntHashMap,4.1 mini,4.1 mini,12,,3,5
413,IntHashMap,4.1 mini,4.1 mini,13,,3,3
413,IntHashMap,4.1 mini,4.1 mini,14,3.0,3,3
413,IntHashMap,4.1 mini,4.1 mini,15,2.0,2,2
413,IntHashMap,4.1 mini,4.1 mini,16,1.0,1,1
413,IntHashMap,4.1 mini,4.1 mini,17,,3,4
413,IntHashMap,4.1 mini,4.1 mini,18,2.0,2,2
413,IntHashMap,4.1 mini,4.1 mini,19,,3,4
413,IntHashMap,4.1 mini,4.1 mini,20,2.0,2,2
414,IntHashMap,4.1 mini,4.1,1,1.0,1,1
414,IntHashMap,4.1 mini,4.1,2,1.0,1,1
414,IntHashMap,4.1 mini,4.1,3,2.0,2,6
414,IntHashMap,4.1 mini,4.1,4,1.0,1,1
414,IntHashMap,4.1 mini,4.1,5,,3,3
414,IntHashMap,4.1 mini,4.1,6,1.0,1,1
414,IntHashMap,4.1 mini,4.1,7,1.0,1,1
414,IntHashMap,4.1 mini,4.1,8,1.0,1,1
414,IntHashMap,4.1 mini,4.1,9,1.0,1,1
414,IntHashMap,4.1 mini,4.1,10,1.0,1,1
414,IntHashMap,4.1 mini,4.1,11,2.0,2,2
414,IntHashMap,4.1 mini,4.1,12,2.0,2,2
414,IntHashMap,4.1 mini,4.1,13,1.0,1,1
414,IntHashMap,4.1 mini,4.1,14,2.0,2,2
414,IntHashMap,4.1 mini,4.1,15,,3,3
414,IntHashMap,4.1 mini,4.1,16,,3,3
414,IntHashMap,4.1 mini,4.1,17,,3,3
414,IntHashMap,4.1 mini,4.1,18,,3,3
414,IntHashMap,4.1 mini,4.1,19,3.0,3,3
414,IntHashMap,4.1 mini,4.1,20,1.0,1,1
418,IntHashMap,4.1,4.1 mini,1,1.0,1,1
418,IntHashMap,4.1,4.1 mini,2,1.0,1,1
418,IntHashMap,4.1,4.1 mini,3,1.0,1,1
418,IntHashMap,4.1,4.1 mini,4,1.0,1,1
418,IntHashMap,4.1,4.1 mini,5,1.0,1,1
