class_alias,attacker,defender,score,mut_forfeit,mut_equivalent,mut_survived_turn,mut_survived_game
ByteVector,gpt-4.1,gpt-4.1,0.0,0.19999999999999996,0.0,0.3125,0.0
ByteVector,gpt-4.1,gpt-4.1-mini,0.0,0.15000000000000002,0.23529411764705882,0.46153846153846156,0.0
ByteVector,gpt-4.1-mini,claude-3-5-haiku-latest,0.2,0.30000000000000004,0.35714285714285715,0.8888888888888888,0.4444444444444444
ByteVector,gpt-4.1-mini,claude-sonnet-4-0,0.05,0.050000000000000044,0.5263157894736842,0.5555555555555556,0.1111111111111111
ByteVector,gpt-4.1-mini,gemini-2.5-flash,0.0,1.0,,,
ByteVector,gpt-4.1-mini,gemini-2.5-pro,0.0,1.0,,,
ByteVector,gpt-4.1-mini,gpt-4.1,0.15,0.5,0.2,0.375,0.375
ByteVector,gpt-4.1-mini,gpt-4.1-mini,0.0,0.30000000000000004,0.7142857142857143,0.0,0.0
CaseInsensitiveString,claude-3-5-haiku-latest,claude-3-5-haiku-latest,0.05,0.0,0.45,0.8181818181818182,0.09090909090909091
CaseInsensitiveString,claude-3-5-haiku-latest,claude-sonnet-4-0,0.1,0.0,0.15,1.0,0.11764705882352941
CaseInsensitiveString,claude-3-5-haiku-latest,gemini-2.5-flash,0.0,0.30000000000000004,0.35714285714285715,0.1111111111111111,0.0
CaseInsensitiveString,claude-3-5-haiku-latest,gemini-2.5-pro,0.0,0.25,0.4,0.4444444444444444,0.0
CaseInsensitiveString,claude-3-5-haiku-latest,gpt-4.1,0.05,0.09999999999999998,0.2777777777777778,0.8461538461538461,0.07692307692307693
CaseInsensitiveString,claude-3-5-haiku-latest,gpt-4.1-mini,0.2,0.050000000000000044,0.631578947368421,0.5714285714285714,0.5714285714285714
CaseInsensitiveString,claude-sonnet-4-0,claude-3-5-haiku-latest,0.0,0.7,0.6666666666666666,0.5,0.0
CaseInsensitiveString,claude-sonnet-4-0,claude-sonnet-4-0,0.0,0.09999999999999998,0.05555555555555555,0.9411764705882353,0.0
CaseInsensitiveString,claude-sonnet-4-0,gemini-2.5-flash,0.0,0.19999999999999996,0.3125,0.09090909090909091,0.0
CaseInsensitiveString,claude-sonnet-4-0,gemini-2.5-pro,0.05,0.25,0.3333333333333333,0.2,0.1
CaseInsensitiveString,claude-sonnet-4-0,gpt-4.1,0.0,0.19999999999999996,0.3125,0.6363636363636364,0.0
CaseInsensitiveString,claude-sonnet-4-0,gpt-4.1-mini,0.0,0.4,0.3333333333333333,0.625,0.0
CaseInsensitiveString,gemini-2.5-flash,claude-3-5-haiku-latest,0.05,0.050000000000000044,0.05263157894736842,0.8888888888888888,0.05555555555555555
CaseInsensitiveString,gemini-2.5-flash,claude-sonnet-4-0,0.15,0.0,0.0,0.8,0.15
CaseInsensitiveString,gemini-2.5-flash,gemini-2.5-flash,0.0,0.09999999999999998,0.2222222222222222,0.07142857142857142,0.0
CaseInsensitiveString,gemini-2.5-flash,gemini-2.5-pro,0.0,0.15000000000000002,0.058823529411764705,0.0625,0.0
CaseInsensitiveString,gemini-2.5-flash,gpt-4.1,0.1,0.0,0.15,0.5294117647058824,0.11764705882352941
CaseInsensitiveString,gemini-2.5-flash,gpt-4.1-mini,0.05,0.050000000000000044,0.21052631578947367,0.6,0.06666666666666667
CaseInsensitiveString,gemini-2.5-pro,claude-3-5-haiku-latest,0.0,0.25,0.13333333333333333,0.6923076923076923,0.0
CaseInsensitiveString,gemini-2.5-pro,claude-sonnet-4-0,0.05,0.25,0.06666666666666667,0.8571428571428571,0.07142857142857142
CaseInsensitiveString,gemini-2.5-pro,gemini-2.5-flash,0.0,0.35,0.23076923076923078,0.1,0.0
CaseInsensitiveString,gemini-2.5-pro,gemini-2.5-pro,0.0,0.25,0.13333333333333333,0.15384615384615385,0.0
CaseInsensitiveString,gemini-2.5-pro,gpt-4.1,0.05,0.4,0.08333333333333333,0.45454545454545453,0.09090909090909091
CaseInsensitiveString,gemini-2.5-pro,gpt-4.1-mini,0.25,0.35,0.15384615384615385,0.7272727272727273,0.45454545454545453
CaseInsensitiveString,gpt-4.1,claude-3-5-haiku-latest,0.0,0.050000000000000044,0.7368421052631579,0.8,0.0
CaseInsensitiveString,gpt-4.1,claude-sonnet-4-0,0.0,0.0,0.6,0.75,0.0
CaseInsensitiveString,gpt-4.1,gemini-2.5-flash,0.0,0.30000000000000004,0.5,0.14285714285714285,0.0
CaseInsensitiveString,gpt-4.1,gemini-2.5-pro,0.0,0.050000000000000044,0.5789473684210527,0.125,0.0
CaseInsensitiveString,gpt-4.1,gpt-4.1,0.0,0.19999999999999996,0.6875,0.4,0.0
CaseInsensitiveString,gpt-4.1,gpt-4.1-mini,0.05,0.09999999999999998,0.6666666666666666,0.5,0.16666666666666666
CaseInsensitiveString,gpt-4.1-mini,claude-3-5-haiku-latest,0.15,0.6,0.125,0.5714285714285714,0.42857142857142855
CaseInsensitiveString,gpt-4.1-mini,claude-sonnet-4-0,0.0,0.6,0.0,0.875,0.0
CaseInsensitiveString,gpt-4.1-mini,gemini-2.5-flash,0.0,0.65,0.14285714285714285,0.16666666666666666,0.0
CaseInsensitiveString,gpt-4.1-mini,gemini-2.5-pro,0.0,0.75,0.0,0.0,0.0
CaseInsensitiveString,gpt-4.1-mini,gpt-4.1,0.0,0.65,0.14285714285714285,0.8333333333333334,0.0
CaseInsensitiveString,gpt-4.1-mini,gpt-4.1-mini,0.05,0.35,0.07692307692307693,0.75,0.08333333333333333
CharRange,claude-3-5-haiku-latest,claude-3-5-haiku-latest,0.05,0.30000000000000004,0.07142857142857142,0.7692307692307693,0.07692307692307693
CharRange,claude-3-5-haiku-latest,claude-sonnet-4-0,0.1,0.30000000000000004,0.07142857142857142,0.6923076923076923,0.15384615384615385
CharRange,claude-3-5-haiku-latest,gemini-2.5-flash,0.0,0.44999999999999996,0.18181818181818182,0.0,0.0
CharRange,claude-3-5-haiku-latest,gemini-2.5-pro,0.0,0.35,0.3076923076923077,0.0,0.0
CharRange,claude-3-5-haiku-latest,gpt-4.1,0.05,0.35,0.23076923076923078,0.4,0.1
CharRange,claude-3-5-haiku-latest,gpt-4.1-mini,0.0,0.5,0.3,0.42857142857142855,0.0
CharRange,claude-sonnet-4-0,claude-3-5-haiku-latest,0.0,1.0,,,
CharRange,claude-sonnet-4-0,claude-sonnet-4-0,0.0,1.0,,,
CharRange,claude-sonnet-4-0,gemini-2.5-flash,0.0,0.65,0.0,0.0,0.0
CharRange,claude-sonnet-4-0,gemini-2.5-pro,0.0,0.65,0.0,0.0,0.0
CharRange,claude-sonnet-4-0,gpt-4.1,0.0,1.0,,,
CharRange,claude-sonnet-4-0,gpt-4.1-mini,0.0,1.0,,,
CharRange,gemini-2.5-flash,claude-3-5-haiku-latest,0.0,0.35,0.0,0.8461538461538461,0.0
CharRange,gemini-2.5-flash,claude-sonnet-4-0,0.0,0.44999999999999996,0.0,0.36363636363636365,0.0
CharRange,gemini-2.5-flash,gemini-2.5-flash,0.0,0.5,0.0,0.0,0.0
CharRange,gemini-2.5-flash,gemini-2.5-pro,0.0,0.4,0.0,0.0,0.0
CharRange,gemini-2.5-flash,gpt-4.1,0.0,0.5,0.1,0.2222222222222222,0.0
CharRange,gemini-2.5-flash,gpt-4.1-mini,0.0,0.44999999999999996,0.0,0.18181818181818182,0.0
CharRange,gemini-2.5-pro,claude-3-5-haiku-latest,0.0,0.44999999999999996,0.0,0.7272727272727273,0.0
CharRange,gemini-2.5-pro,claude-sonnet-4-0,0.05,0.55,0.0,0.3333333333333333,0.1111111111111111
CharRange,gemini-2.5-pro,gemini-2.5-flash,0.0,0.65,0.0,0.0,0.0
CharRange,gemini-2.5-pro,gemini-2.5-pro,0.0,0.5,0.1,0.0,0.0
CharRange,gemini-2.5-pro,gpt-4.1,0.0,0.6,0.0,0.0,0.0
CharRange,gemini-2.5-pro,gpt-4.1-mini,0.0,0.55,0.0,0.2222222222222222,0.0
CharRange,gpt-4.1,claude-3-5-haiku-latest,0.0,0.95,0.0,0.0,0.0
CharRange,gpt-4.1,claude-sonnet-4-0,0.0,0.9,0.0,0.0,0.0
CharRange,gpt-4.1,gemini-2.5-flash,0.0,0.8,0.0,0.0,0.0
CharRange,gpt-4.1,gemini-2.5-pro,0.0,0.9,0.0,0.0,0.0
CharRange,gpt-4.1,gpt-4.1,0.0,0.9,0.0,0.0,0.0
CharRange,gpt-4.1,gpt-4.1-mini,0.0,0.85,0.0,0.0,0.0
CharRange,gpt-4.1-mini,claude-3-5-haiku-latest,0.0,0.65,0.0,0.7142857142857143,0.0
CharRange,gpt-4.1-mini,claude-sonnet-4-0,0.1,0.8,0.0,0.75,0.5
CharRange,gpt-4.1-mini,gemini-2.5-flash,0.0,0.75,0.0,0.0,0.0
CharRange,gpt-4.1-mini,gemini-2.5-pro,0.0,0.75,0.0,0.0,0.0
CharRange,gpt-4.1-mini,gpt-4.1,0.0,0.8,0.0,0.0,0.0
CharRange,gpt-4.1-mini,gpt-4.1-mini,0.0,0.7,0.0,0.16666666666666666,0.0
Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,0.0,0.75,0.8,0.0,0.0
Complex,claude-3-5-haiku-latest,claude-sonnet-4-0,0.0,0.75,0.8,0.0,0.0
Complex,claude-3-5-haiku-latest,gemini-2.5-flash,0.0,0.7,0.6666666666666666,0.5,0.0
Complex,claude-3-5-haiku-latest,gemini-2.5-pro,0.0,0.55,0.7777777777777778,0.0,0.0
Complex,claude-3-5-haiku-latest,gpt-4.1,0.05,0.7,0.5,0.3333333333333333,0.3333333333333333
Complex,claude-3-5-haiku-latest,gpt-4.1-mini,0.0,0.6,0.625,0.3333333333333333,0.0
Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,0.0,0.8,0.5,1.0,0.0
Complex,claude-sonnet-4-0,claude-sonnet-4-0,0.0,0.8,0.5,0.5,0.0
Complex,claude-sonnet-4-0,gemini-2.5-flash,0.0,0.55,0.2222222222222222,0.0,0.0
Complex,claude-sonnet-4-0,gemini-2.5-pro,0.0,0.55,0.0,0.0,0.0
Complex,claude-sonnet-4-0,gpt-4.1,0.0,0.7,0.3333333333333333,0.25,0.0
Complex,claude-sonnet-4-0,gpt-4.1-mini,0.0,0.8,0.25,0.0,0.0
Complex,gemini-2.5-flash,claude-3-5-haiku-latest,0.05,0.15000000000000002,0.11764705882352941,0.4666666666666667,0.06666666666666667
Complex,gemini-2.5-flash,claude-sonnet-4-0,0.05,0.30000000000000004,0.07142857142857142,0.38461538461538464,0.07692307692307693
Complex,gemini-2.5-flash,gemini-2.5-flash,0.05,0.25,0.06666666666666667,0.07142857142857142,0.07142857142857142
Complex,gemini-2.5-flash,gemini-2.5-pro,0.0,0.4,0.08333333333333333,0.09090909090909091,0.0
Complex,gemini-2.5-flash,gpt-4.1,0.0,0.25,0.13333333333333333,0.07692307692307693,0.0
Complex,gemini-2.5-flash,gpt-4.1-mini,0.0,0.5,0.0,0.1,0.0
Complex,gemini-2.5-pro,claude-3-5-haiku-latest,0.0,0.6,0.0,0.5,0.0
Complex,gemini-2.5-pro,claude-sonnet-4-0,0.0,0.55,0.0,0.3333333333333333,0.0
Complex,gemini-2.5-pro,gemini-2.5-flash,0.0,0.65,0.0,0.0,0.0
Complex,gemini-2.5-pro,gemini-2.5-pro,0.0,0.55,0.0,0.0,0.0
Complex,gemini-2.5-pro,gpt-4.1,0.0,0.7,0.16666666666666666,0.0,0.0
Complex,gemini-2.5-pro,gpt-4.1-mini,0.0,0.55,0.1111111111111111,0.0,0.0
Complex,gpt-4.1,claude-3-5-haiku-latest,0.15,0.44999999999999996,0.0,0.5454545454545454,0.2727272727272727
Complex,gpt-4.1,claude-sonnet-4-0,0.0,0.5,0.0,0.5,0.0
Complex,gpt-4.1,gemini-2.5-flash,0.0,0.75,0.0,0.0,0.0
Complex,gpt-4.1,gemini-2.5-pro,0.0,0.7,0.0,0.0,0.0
Complex,gpt-4.1,gpt-4.1,0.1,0.44999999999999996,0.18181818181818182,0.3333333333333333,0.2222222222222222
Complex,gpt-4.1,gpt-4.1-mini,0.0,0.7,0.0,0.0,0.0
Complex,gpt-4.1-mini,claude-3-5-haiku-latest,0.0,0.35,0.0,0.6153846153846154,0.0
Complex,gpt-4.1-mini,claude-sonnet-4-0,0.0,0.4,0.0,0.6666666666666666,0.0
Complex,gpt-4.1-mini,gemini-2.5-flash,0.05,0.55,0.0,0.2222222222222222,0.1111111111111111
Complex,gpt-4.1-mini,gemini-2.5-pro,0.0,0.30000000000000004,0.0,0.5,0.0
Complex,gpt-4.1-mini,gpt-4.1,0.1,0.30000000000000004,0.0,0.6428571428571429,0.14285714285714285
Complex,gpt-4.1-mini,gpt-4.1-mini,0.2,0.6,0.0,0.5,0.5
Document,claude-3-5-haiku-latest,claude-3-5-haiku-latest,0.0,0.0,0.5,1.0,0.0
Document,claude-3-5-haiku-latest,claude-sonnet-4-0,0.0,0.050000000000000044,0.15789473684210525,1.0,0.0
Document,claude-3-5-haiku-latest,gemini-2.5-flash,0.0,0.0,0.5,1.0,0.0
Document,claude-3-5-haiku-latest,gemini-2.5-pro,0.0,0.0,0.2,0.9375,0.0
Document,claude-3-5-haiku-latest,gpt-4.1,0.0,0.0,0.3,0.9285714285714286,0.0
Document,claude-3-5-haiku-latest,gpt-4.1-mini,0.0,0.0,0.25,1.0,0.0
Document,claude-sonnet-4-0,claude-3-5-haiku-latest,0.0,0.8,0.5,1.0,0.0
Document,claude-sonnet-4-0,claude-sonnet-4-0,0.0,0.9,1.0,,
Document,claude-sonnet-4-0,gemini-2.5-flash,0.0,0.65,0.42857142857142855,0.75,0.0
Document,claude-sonnet-4-0,gemini-2.5-pro,0.0,0.5,0.5,0.8,0.0
Document,claude-sonnet-4-0,gpt-4.1,0.0,0.85,1.0,,
Document,claude-sonnet-4-0,gpt-4.1-mini,0.0,0.85,0.6666666666666666,1.0,0.0
Document,gemini-2.5-flash,claude-3-5-haiku-latest,0.0,0.0,0.0,1.0,0.0
Document,gemini-2.5-flash,claude-sonnet-4-0,0.0,0.0,0.0,1.0,0.0
Document,gemini-2.5-flash,gemini-2.5-flash,0.0,0.0,0.0,1.0,0.0
Document,gemini-2.5-flash,gemini-2.5-pro,0.0,0.0,0.0,1.0,0.0
Document,gemini-2.5-flash,gpt-4.1,0.0,0.0,0.0,1.0,0.0
Document,gemini-2.5-flash,gpt-4.1-mini,0.0,0.0,0.05,1.0,0.0
Document,gemini-2.5-pro,claude-3-5-haiku-latest,0.0,0.35,0.07692307692307693,1.0,0.0
Document,gemini-2.5-pro,claude-sonnet-4-0,0.0,0.35,0.3076923076923077,1.0,0.0
Document,gemini-2.5-pro,gemini-2.5-flash,0.0,0.35,0.0,1.0,0.0
Document,gemini-2.5-pro,gemini-2.5-pro,0.0,0.55,0.1111111111111111,1.0,0.0
Document,gemini-2.5-pro,gpt-4.1,0.0,0.35,0.0,1.0,0.0
Document,gemini-2.5-pro,gpt-4.1-mini,0.0,0.30000000000000004,0.0,1.0,0.0
Document,gpt-4.1,claude-3-5-haiku-latest,0.0,0.75,0.2,1.0,0.0
Document,gpt-4.1,claude-sonnet-4-0,0.0,0.55,0.0,0.7777777777777778,0.0
Document,gpt-4.1,gemini-2.5-flash,0.0,0.6,0.0,0.875,0.0
Document,gpt-4.1,gemini-2.5-pro,0.0,0.44999999999999996,0.0,0.8181818181818182,0.0
Document,gpt-4.1,gpt-4.1,0.0,0.6,0.0,0.875,0.0
Document,gpt-4.1,gpt-4.1-mini,0.05,0.4,0.0,0.9166666666666666,0.08333333333333333
Document,gpt-4.1-mini,claude-3-5-haiku-latest,0.0,0.09999999999999998,0.1111111111111111,1.0,0.0
Document,gpt-4.1-mini,claude-sonnet-4-0,0.0,0.15000000000000002,0.29411764705882354,0.9166666666666666,0.0
Document,gpt-4.1-mini,gemini-2.5-flash,0.0,0.09999999999999998,0.05555555555555555,1.0,0.0
Document,gpt-4.1-mini,gemini-2.5-pro,0.0,0.050000000000000044,0.15789473684210525,1.0,0.0
Document,gpt-4.1-mini,gpt-4.1,0.0,0.050000000000000044,0.15789473684210525,1.0,0.0
Document,gpt-4.1-mini,gpt-4.1-mini,0.0,0.09999999999999998,0.05555555555555555,1.0,0.0
IntHashMap,claude-3-5-haiku-latest,claude-3-5-haiku-latest,0.0,0.35,0.6923076923076923,1.0,0.0
IntHashMap,claude-3-5-haiku-latest,claude-sonnet-4-0,0.0,0.30000000000000004,0.6428571428571429,1.0,0.0
IntHashMap,claude-3-5-haiku-latest,gemini-2.5-flash,0.0,0.6,0.875,0.0,0.0
IntHashMap,claude-3-5-haiku-latest,gemini-2.5-pro,0.0,0.30000000000000004,0.9285714285714286,0.0,0.0
IntHashMap,claude-3-5-haiku-latest,gpt-4.1,0.0,0.19999999999999996,0.875,0.0,0.0
IntHashMap,claude-3-5-haiku-latest,gpt-4.1-mini,0.0,0.35,1.0,,
IntHashMap,claude-sonnet-4-0,claude-3-5-haiku-latest,0.0,0.5,0.4,1.0,0.0
IntHashMap,claude-sonnet-4-0,claude-sonnet-4-0,0.0,0.15000000000000002,0.35294117647058826,0.9090909090909091,0.0
IntHashMap,claude-sonnet-4-0,gemini-2.5-flash,0.05,0.050000000000000044,0.3684210526315789,0.4166666666666667,0.08333333333333333
IntHashMap,claude-sonnet-4-0,gemini-2.5-pro,0.0,0.09999999999999998,0.4444444444444444,0.4,0.0
IntHashMap,claude-sonnet-4-0,gpt-4.1,0.0,0.55,0.4444444444444444,0.8,0.0
IntHashMap,claude-sonnet-4-0,gpt-4.1-mini,0.0,0.44999999999999996,0.2727272727272727,0.875,0.0
IntHashMap,gemini-2.5-flash,claude-3-5-haiku-latest,0.0,0.35,0.07692307692307693,0.75,0.0
IntHashMap,gemini-2.5-flash,claude-sonnet-4-0,0.0,0.30000000000000004,0.07142857142857142,0.6923076923076923,0.0
IntHashMap,gemini-2.5-flash,gemini-2.5-flash,0.0,0.35,0.23076923076923078,0.0,0.0
IntHashMap,gemini-2.5-flash,gemini-2.5-pro,0.05,0.30000000000000004,0.07142857142857142,0.3076923076923077,0.07692307692307693
IntHashMap,gemini-2.5-flash,gpt-4.1,0.0,0.35,0.0,0.6153846153846154,0.0
IntHashMap,gemini-2.5-flash,gpt-4.1-mini,0.0,0.35,0.0,0.6923076923076923,0.0
IntHashMap,gemini-2.5-pro,claude-3-5-haiku-latest,0.0,0.9,0.0,1.0,0.0
IntHashMap,gemini-2.5-pro,claude-sonnet-4-0,0.0,0.95,0.0,1.0,0.0
IntHashMap,gemini-2.5-pro,gemini-2.5-flash,0.0,0.95,0.0,1.0,0.0
IntHashMap,gemini-2.5-pro,gemini-2.5-pro,0.0,1.0,,,
IntHashMap,gemini-2.5-pro,gpt-4.1,0.0,0.9,0.0,1.0,0.0
IntHashMap,gemini-2.5-pro,gpt-4.1-mini,0.0,0.85,0.0,0.6666666666666666,0.0
IntHashMap,gpt-4.1,claude-3-5-haiku-latest,0.05,0.15000000000000002,0.23529411764705882,0.8461538461538461,0.07692307692307693
IntHashMap,gpt-4.1,claude-sonnet-4-0,0.1,0.15000000000000002,0.23529411764705882,0.8461538461538461,0.15384615384615385
IntHashMap,gpt-4.1,gemini-2.5-flash,0.05,0.050000000000000044,0.21052631578947367,0.2,0.06666666666666667
IntHashMap,gpt-4.1,gemini-2.5-pro,0.0,0.19999999999999996,0.3125,0.09090909090909091,0.0
IntHashMap,gpt-4.1,gpt-4.1,0.05,0.15000000000000002,0.47058823529411764,0.2222222222222222,0.1111111111111111
IntHashMap,gpt-4.1,gpt-4.1-mini,0.0,0.050000000000000044,0.2631578947368421,0.7142857142857143,0.0
IntHashMap,gpt-4.1-mini,claude-3-5-haiku-latest,0.15,0.0,0.4,0.9166666666666666,0.25
IntHashMap,gpt-4.1-mini,claude-sonnet-4-0,0.0,0.09999999999999998,0.16666666666666666,0.9333333333333333,0.0
IntHashMap,gpt-4.1-mini,gemini-2.5-flash,0.05,0.09999999999999998,0.5,0.1111111111111111,0.1111111111111111
IntHashMap,gpt-4.1-mini,gemini-2.5-pro,0.0,0.19999999999999996,0.5,0.125,0.0
IntHashMap,gpt-4.1-mini,gpt-4.1,0.0,0.25,0.5333333333333333,0.5714285714285714,0.0
IntHashMap,gpt-4.1-mini,gpt-4.1-mini,0.0,0.19999999999999996,0.375,0.6,0.0
Option,claude-3-5-haiku-latest,claude-3-5-haiku-latest,0.0,1.0,,,
Option,claude-3-5-haiku-latest,claude-sonnet-4-0,0.0,1.0,,,
Option,claude-3-5-haiku-latest,gemini-2.5-flash,0.0,1.0,,,
Option,claude-3-5-haiku-latest,gemini-2.5-pro,0.0,1.0,,,
Option,claude-3-5-haiku-latest,gpt-4.1,0.0,1.0,,,
Option,claude-3-5-haiku-latest,gpt-4.1-mini,0.0,1.0,,,
Option,gemini-2.5-flash,claude-3-5-haiku-latest,0.0,1.0,,,
Option,gemini-2.5-flash,claude-sonnet-4-0,0.0,1.0,,,
Option,gemini-2.5-flash,gemini-2.5-flash,0.0,1.0,,,
Option,gemini-2.5-flash,gemini-2.5-pro,0.0,1.0,,,
Option,gemini-2.5-flash,gpt-4.1,0.0,1.0,,,
Option,gemini-2.5-flash,gpt-4.1-mini,0.0,1.0,,,
Option,gemini-2.5-pro,claude-3-5-haiku-latest,0.0,1.0,,,
Option,gemini-2.5-pro,claude-sonnet-4-0,0.0,1.0,,,
Option,gemini-2.5-pro,gemini-2.5-flash,0.0,1.0,,,
Option,gemini-2.5-pro,gemini-2.5-pro,0.0,1.0,,,
Option,gemini-2.5-pro,gpt-4.1,0.0,1.0,,,
Option,gemini-2.5-pro,gpt-4.1-mini,0.0,1.0,,,
Option,gpt-4.1,claude-3-5-haiku-latest,0.0,0.0,0.0,0.6,0.0
Option,gpt-4.1,claude-sonnet-4-0,0.05,0.0,0.05,0.8421052631578947,0.05263157894736842
Option,gpt-4.1,gemini-2.5-flash,0.0,0.0,0.1,0.0,0.0
Option,gpt-4.1,gemini-2.5-pro,0.0,0.0,0.1,0.1111111111111111,0.0
Option,gpt-4.1,gpt-4.1,0.0,0.0,0.05,0.631578947368421,0.0
Option,gpt-4.1,gpt-4.1-mini,0.0,0.0,0.0,0.55,0.0
Option,gpt-4.1-mini,claude-3-5-haiku-latest,0.0,0.15000000000000002,0.23529411764705882,0.6923076923076923,0.0
Option,gpt-4.1-mini,claude-sonnet-4-0,0.05,0.19999999999999996,0.125,0.7142857142857143,0.07142857142857142
Option,gpt-4.1-mini,gemini-2.5-flash,0.0,0.4,0.3333333333333333,0.25,0.0
Option,gpt-4.1-mini,gemini-2.5-pro,0.0,0.6,0.125,0.0,0.0
Option,gpt-4.1-mini,gpt-4.1,0.1,0.35,0.15384615384615385,0.6363636363636364,0.18181818181818182
Option,gpt-4.1-mini,gpt-4.1-mini,0.05,0.5,0.1,0.5555555555555556,0.1111111111111111
Rational,claude-3-5-haiku-latest,claude-3-5-haiku-latest,0.2,0.19999999999999996,0.25,0.8333333333333334,0.3333333333333333
Rational,claude-3-5-haiku-latest,claude-sonnet-4-0,0.0,0.25,0.2,0.75,0.0
Rational,claude-3-5-haiku-latest,gemini-2.5-flash,0.05,0.25,0.13333333333333333,0.38461538461538464,0.07692307692307693
Rational,claude-3-5-haiku-latest,gemini-2.5-pro,0.0,0.30000000000000004,0.21428571428571427,0.45454545454545453,0.0
Rational,claude-3-5-haiku-latest,gpt-4.1,0.0,0.44999999999999996,0.2727272727272727,0.25,0.0
Rational,claude-3-5-haiku-latest,gpt-4.1-mini,0.25,0.25,0.26666666666666666,0.5454545454545454,0.45454545454545453
Rational,claude-sonnet-4-0,claude-3-5-haiku-latest,0.0,0.9,0.0,0.5,0.0
Rational,claude-sonnet-4-0,claude-sonnet-4-0,0.0,0.95,0.0,1.0,0.0
Rational,claude-sonnet-4-0,gemini-2.5-flash,0.0,0.85,0.3333333333333333,0.5,0.0
Rational,claude-sonnet-4-0,gemini-2.5-pro,0.0,0.75,0.2,0.25,0.0
Rational,claude-sonnet-4-0,gpt-4.1,0.0,0.9,0.5,1.0,0.0
Rational,claude-sonnet-4-0,gpt-4.1-mini,0.0,0.9,0.0,0.5,0.0
Rational,gemini-2.5-flash,claude-3-5-haiku-latest,0.05,0.5,0.0,0.3,0.1
Rational,gemini-2.5-flash,claude-sonnet-4-0,0.0,0.25,0.0,0.6,0.0
Rational,gemini-2.5-flash,gemini-2.5-flash,0.0,0.55,0.0,0.0,0.0
Rational,gemini-2.5-flash,gemini-2.5-pro,0.0,0.5,0.0,0.0,0.0
Rational,gemini-2.5-flash,gpt-4.1,0.0,0.7,0.0,0.16666666666666666,0.0
Rational,gemini-2.5-flash,gpt-4.1-mini,0.0,0.6,0.0,0.125,0.0
Rational,gemini-2.5-pro,claude-3-5-haiku-latest,0.0,0.55,0.0,0.4444444444444444,0.0
Rational,gemini-2.5-pro,claude-sonnet-4-0,0.0,0.5,0.0,0.4,0.0
Rational,gemini-2.5-pro,gemini-2.5-flash,0.0,0.55,0.1111111111111111,0.0,0.0
Rational,gemini-2.5-pro,gemini-2.5-pro,0.0,0.44999999999999996,0.0,0.0,0.0
