Classname,SetupID,MutantID,Compiled,KilledByXTests,KillingTests
Rational,setup_68,101240,true,35,org.example.testrational.game135.player25.TestRational6;org.example.testrational.game135.player34.TestRational3;org.example.testrational.game137.player132.TestRational12;org.example.testrational.game140.player39.TestRational27;org.example.testrational.game140.player64.TestRational10;org.example.testrational.game140.player64.TestRational17;org.example.testrational.game140.player64.TestRational31;org.example.testrational.game140.player64.TestRational34;org.example.testrational.game141.player110.TestRational38;org.example.testrational.game141.player110.TestRational40;org.example.testrational.game141.player110.TestRational50;org.example.testrational.game141.player115.TestRational10;org.example.testrational.game141.player115.TestRational39;org.example.testrational.game141.player56.TestRational28;org.example.testrational.game141.player56.TestRational41;org.example.testrational.game141.player56.TestRational7;org.example.testrational.game144.player55.TestRational24;org.example.testrational.game144.player55.TestRational32;org.example.testrational.game144.player8.TestRational11;org.example.testrational.game144.player8.TestRational5;org.example.testrational.game145.player126.TestRational10;org.example.testrational.game145.player126.TestRational11;org.example.testrational.game145.player126.TestRational18;org.example.testrational.game145.player126.TestRational29;org.example.testrational.game145.player69.TestRational16;org.example.testrational.game145.player69.TestRational29;org.example.testrational.game147.player119.TestRational27;org.example.testrational.game147.player119.TestRational39;org.example.testrational.game148.player122.TestRational17;org.example.testrational.game148.player122.TestRational35;org.example.testrational.game148.player127.TestRational11;org.example.testrational.game148.player127.TestRational29;org.example.testrational.game148.player79.TestRational21;org.example.testrational.game149.player8.TestRational3;org.example.testrational.game149.player8.TestRational4
Rational,setup_68,100502,true,21,org.example.testrational.game129.player151.TestRational8;org.example.testrational.game135.player25.TestRational2;org.example.testrational.game136.player9.TestRational18;org.example.testrational.game138.player134.TestRational13;org.example.testrational.game138.player134.TestRational5;org.example.testrational.game140.player39.TestRational23;org.example.testrational.game140.player39.TestRational9;org.example.testrational.game140.player64.TestRational2;org.example.testrational.game140.player64.TestRational31;org.example.testrational.game140.player64.TestRational34;org.example.testrational.game141.player56.TestRational41;org.example.testrational.game141.player56.TestRational5;org.example.testrational.game142.player50.TestRational16;org.example.testrational.game143.player113.TestRational16;org.example.testrational.game143.player142.TestRational15;org.example.testrational.game144.player8.TestRational9;org.example.testrational.game145.player126.TestRational33;org.example.testrational.game146.player90.TestRational15;org.example.testrational.game147.player119.TestRational12;org.example.testrational.game148.player127.TestRational46;org.example.testrational.game148.player79.TestRational17
Rational,setup_68,101484,true,10,org.example.testrational.game135.player26.TestRational17;org.example.testrational.game141.player56.TestRational27;org.example.testrational.game142.player112.TestRational38;org.example.testrational.game144.player8.TestRational4;org.example.testrational.game145.player126.TestRational12;org.example.testrational.game145.player126.TestRational61;org.example.testrational.game145.player84.TestRational36;org.example.testrational.game146.player75.TestRational46;org.example.testrational.game146.player90.TestRational8;org.example.testrational.game148.player79.TestRational4
Rational,setup_68,100591,true,7,org.example.testrational.game140.player64.TestRational21;org.example.testrational.game142.player112.TestRational33;org.example.testrational.game145.player84.TestRational21;org.example.testrational.game145.player84.TestRational26;org.example.testrational.game145.player84.TestRational5;org.example.testrational.game146.player75.TestRational24;org.example.testrational.game146.player90.TestRational9
Rational,setup_68,100192,true,35,org.example.testrational.game135.player25.TestRational18;org.example.testrational.game135.player26.TestRational13;org.example.testrational.game135.player34.TestRational3;org.example.testrational.game136.player14.TestRational17;org.example.testrational.game136.player16.TestRational10;org.example.testrational.game136.player16.TestRational8;org.example.testrational.game137.player108.TestRational4;org.example.testrational.game140.player39.TestRational27;org.example.testrational.game140.player39.TestRational5;org.example.testrational.game140.player64.TestRational10;org.example.testrational.game140.player64.TestRational5;org.example.testrational.game140.player64.TestRational6;org.example.testrational.game140.player64.TestRational7;org.example.testrational.game141.player56.TestRational20;org.example.testrational.game141.player56.TestRational28;org.example.testrational.game144.player55.TestRational13;org.example.testrational.game144.player55.TestRational24;org.example.testrational.game144.player55.TestRational32;org.example.testrational.game144.player55.TestRational35;org.example.testrational.game144.player8.TestRational11;org.example.testrational.game144.player8.TestRational7;org.example.testrational.game145.player126.TestRational40;org.example.testrational.game145.player126.TestRational58;org.example.testrational.game145.player126.TestRational9;org.example.testrational.game145.player69.TestRational46;org.example.testrational.game146.player75.TestRational13;org.example.testrational.game146.player75.TestRational25;org.example.testrational.game146.player75.TestRational43;org.example.testrational.game147.player119.TestRational27;org.example.testrational.game147.player119.TestRational3;org.example.testrational.game147.player119.TestRational39;org.example.testrational.game148.player127.TestRational11;org.example.testrational.game149.player8.TestRational15;org.example.testrational.game149.player8.TestRational3;org.example.testrational.game149.player8.TestRational5
Rational,setup_68,101668,true,58,org.example.testrational.game129.player151.TestRational27;org.example.testrational.game135.player25.TestRational12;org.example.testrational.game135.player25.TestRational14;org.example.testrational.game135.player26.TestRational10;org.example.testrational.game135.player26.TestRational8;org.example.testrational.game136.player14.TestRational18;org.example.testrational.game136.player14.TestRational3;org.example.testrational.game136.player14.TestRational5;org.example.testrational.game136.player9.TestRational11;org.example.testrational.game136.player9.TestRational19;org.example.testrational.game136.player9.TestRational20;org.example.testrational.game136.player9.TestRational3;org.example.testrational.game137.player132.TestRational7;org.example.testrational.game138.player134.TestRational8;org.example.testrational.game138.player150.TestRational9;org.example.testrational.game140.player117.TestRational21;org.example.testrational.game140.player117.TestRational7;org.example.testrational.game140.player39.TestRational12;org.example.testrational.game140.player39.TestRational13;org.example.testrational.game140.player39.TestRational22;org.example.testrational.game140.player39.TestRational25;org.example.testrational.game140.player39.TestRational27;org.example.testrational.game140.player39.TestRational28;org.example.testrational.game140.player39.TestRational29;org.example.testrational.game140.player39.TestRational4;org.example.testrational.game140.player39.TestRational6;org.example.testrational.game140.player64.TestRational10;org.example.testrational.game140.player64.TestRational17;org.example.testrational.game140.player64.TestRational27;org.example.testrational.game141.player111.TestRational3;org.example.testrational.game141.player115.TestRational16;org.example.testrational.game141.player115.TestRational47;org.example.testrational.game141.player43.TestRational8;org.example.testrational.game141.player56.TestRational28;org.example.testrational.game141.player56.TestRational35;org.example.testrational.game141.player56.TestRational6;org.example.testrational.game142.player50.TestRational47;org.example.testrational.game143.player113.TestRational4;org.example.testrational.game143.player60.TestRational37;org.example.testrational.game144.player55.TestRational13;org.example.testrational.game144.player55.TestRational4;org.example.testrational.game144.player8.TestRational4;org.example.testrational.game144.player8.TestRational7;org.example.testrational.game145.player126.TestRational38;org.example.testrational.game145.player69.TestRational34;org.example.testrational.game145.player69.TestRational48;org.example.testrational.game146.player128.TestRational10;org.example.testrational.game146.player128.TestRational11;org.example.testrational.game146.player128.TestRational28;org.example.testrational.game146.player75.TestRational5;org.example.testrational.game146.player90.TestRational13;org.example.testrational.game147.player119.TestRational26;org.example.testrational.game147.player119.TestRational36;org.example.testrational.game148.player122.TestRational13;org.example.testrational.game148.player122.TestRational40;org.example.testrational.game148.player127.TestRational17;org.example.testrational.game148.player127.TestRational6;org.example.testrational.game149.player8.TestRational2
Rational,setup_68,101202,true,17,org.example.testrational.game140.player64.TestRational14;org.example.testrational.game141.player115.TestRational30;org.example.testrational.game141.player115.TestRational53;org.example.testrational.game141.player56.TestRational5;org.example.testrational.game143.player142.TestRational9;org.example.testrational.game143.player60.TestRational35;org.example.testrational.game145.player69.TestRational10;org.example.testrational.game145.player69.TestRational12;org.example.testrational.game145.player69.TestRational16;org.example.testrational.game145.player69.TestRational22;org.example.testrational.game145.player69.TestRational26;org.example.testrational.game145.player69.TestRational43;org.example.testrational.game146.player75.TestRational15;org.example.testrational.game146.player75.TestRational16;org.example.testrational.game146.player90.TestRational14;org.example.testrational.game146.player90.TestRational15;org.example.testrational.game148.player127.TestRational16
Rational,setup_57,21336,true,50,org.example.testrational.game129.player151.TestRational23;org.example.testrational.game135.player26.TestRational25;org.example.testrational.game135.player26.TestRational29;org.example.testrational.game135.player34.TestRational8;org.example.testrational.game136.player9.TestRational5;org.example.testrational.game137.player132.TestRational4;org.example.testrational.game138.player150.TestRational13;org.example.testrational.game140.player39.TestRational11;org.example.testrational.game140.player39.TestRational13;org.example.testrational.game140.player39.TestRational22;org.example.testrational.game140.player39.TestRational25;org.example.testrational.game140.player39.TestRational28;org.example.testrational.game140.player64.TestRational32;org.example.testrational.game140.player64.TestRational8;org.example.testrational.game141.player110.TestRational21;org.example.testrational.game141.player110.TestRational30;org.example.testrational.game141.player115.TestRational22;org.example.testrational.game141.player115.TestRational42;org.example.testrational.game141.player56.TestRational11;org.example.testrational.game141.player56.TestRational23;org.example.testrational.game141.player56.TestRational3;org.example.testrational.game142.player112.TestRational10;org.example.testrational.game142.player112.TestRational14;org.example.testrational.game142.player50.TestRational10;org.example.testrational.game143.player113.TestRational2;org.example.testrational.game143.player142.TestRational3;org.example.testrational.game143.player60.TestRational20;org.example.testrational.game144.player55.TestRational23;org.example.testrational.game144.player8.TestRational10;org.example.testrational.game145.player126.TestRational17;org.example.testrational.game145.player69.TestRational17;org.example.testrational.game145.player69.TestRational31;org.example.testrational.game145.player69.TestRational32;org.example.testrational.game146.player128.TestRational23;org.example.testrational.game146.player75.TestRational10;org.example.testrational.game146.player75.TestRational11;org.example.testrational.game146.player90.TestRational10;org.example.testrational.game146.player90.TestRational14;org.example.testrational.game147.player119.TestRational16;org.example.testrational.game147.player119.TestRational29;org.example.testrational.game147.player119.TestRational9;org.example.testrational.game147.player85.TestRational3;org.example.testrational.game147.player85.TestRational5;org.example.testrational.game147.player85.TestRational6;org.example.testrational.game148.player122.TestRational8;org.example.testrational.game148.player127.TestRational34;org.example.testrational.game148.player127.TestRational44;org.example.testrational.game148.player127.TestRational58;org.example.testrational.game148.player127.TestRational8;org.example.testrational.game148.player79.TestRational11
Rational,setup_57,21238,true,10,org.example.testrational.game135.player26.TestRational8;org.example.testrational.game136.player9.TestRational3;org.example.testrational.game140.player39.TestRational12;org.example.testrational.game143.player113.TestRational4;org.example.testrational.game144.player8.TestRational4;org.example.testrational.game145.player69.TestRational48;org.example.testrational.game145.player80.TestRational16;org.example.testrational.game147.player119.TestRational26;org.example.testrational.game148.player122.TestRational40;org.example.testrational.game148.player127.TestRational5
Rational,setup_57,20626,true,10,org.example.testrational.game135.player26.TestRational8;org.example.testrational.game136.player9.TestRational3;org.example.testrational.game140.player39.TestRational12;org.example.testrational.game143.player113.TestRational4;org.example.testrational.game144.player8.TestRational4;org.example.testrational.game145.player69.TestRational48;org.example.testrational.game145.player80.TestRational16;org.example.testrational.game147.player119.TestRational26;org.example.testrational.game148.player122.TestRational40;org.example.testrational.game148.player127.TestRational5
Rational,setup_57,20115,true,38,org.example.testrational.game129.player151.TestRational23;org.example.testrational.game135.player26.TestRational25;org.example.testrational.game135.player26.TestRational29;org.example.testrational.game136.player9.TestRational5;org.example.testrational.game137.player132.TestRational4;org.example.testrational.game138.player150.TestRational13;org.example.testrational.game140.player39.TestRational13;org.example.testrational.game140.player39.TestRational22;org.example.testrational.game140.player39.TestRational25;org.example.testrational.game140.player64.TestRational32;org.example.testrational.game141.player110.TestRational21;org.example.testrational.game141.player115.TestRational13;org.example.testrational.game141.player115.TestRational22;org.example.testrational.game141.player115.TestRational42;org.example.testrational.game141.player56.TestRational11;org.example.testrational.game141.player56.TestRational3;org.example.testrational.game142.player50.TestRational10;org.example.testrational.game143.player113.TestRational2;org.example.testrational.game143.player142.TestRational3;org.example.testrational.game143.player60.TestRational5;org.example.testrational.game144.player55.TestRational23;org.example.testrational.game144.player8.TestRational10;org.example.testrational.game145.player126.TestRational17;org.example.testrational.game145.player126.TestRational36;org.example.testrational.game145.player126.TestRational38;org.example.testrational.game145.player69.TestRational31;org.example.testrational.game145.player69.TestRational32;org.example.testrational.game145.player80.TestRational3;org.example.testrational.game145.player84.TestRational22;org.example.testrational.game146.player128.TestRational23;org.example.testrational.game146.player75.TestRational10;org.example.testrational.game146.player90.TestRational14;org.example.testrational.game147.player119.TestRational29;org.example.testrational.game147.player119.TestRational9;org.example.testrational.game148.player122.TestRational26;org.example.testrational.game148.player127.TestRational44;org.example.testrational.game148.player127.TestRational58;org.example.testrational.game148.player79.TestRational11
Rational,setup_57,19872,true,31,org.example.testrational.game129.player151.TestRational8;org.example.testrational.game135.player25.TestRational2;org.example.testrational.game136.player9.TestRational18;org.example.testrational.game137.player132.TestRational8;org.example.testrational.game138.player134.TestRational12;org.example.testrational.game138.player134.TestRational13;org.example.testrational.game138.player134.TestRational5;org.example.testrational.game140.player117.TestRational8;org.example.testrational.game140.player39.TestRational13;org.example.testrational.game140.player39.TestRational23;org.example.testrational.game140.player39.TestRational9;org.example.testrational.game140.player64.TestRational16;org.example.testrational.game140.player64.TestRational2;org.example.testrational.game140.player64.TestRational31;org.example.testrational.game140.player64.TestRational34;org.example.testrational.game141.player115.TestRational16;org.example.testrational.game141.player56.TestRational22;org.example.testrational.game141.player56.TestRational41;org.example.testrational.game141.player56.TestRational5;org.example.testrational.game142.player50.TestRational16;org.example.testrational.game143.player113.TestRational16;org.example.testrational.game143.player113.TestRational22;org.example.testrational.game143.player142.TestRational15;org.example.testrational.game143.player60.TestRational18;org.example.testrational.game144.player8.TestRational9;org.example.testrational.game145.player69.TestRational59;org.example.testrational.game146.player90.TestRational15;org.example.testrational.game147.player119.TestRational12;org.example.testrational.game148.player127.TestRational39;org.example.testrational.game148.player127.TestRational46;org.example.testrational.game148.player79.TestRational17
Rational,setup_57,20884,true,10,org.example.testrational.game135.player26.TestRational8;org.example.testrational.game136.player9.TestRational3;org.example.testrational.game140.player39.TestRational12;org.example.testrational.game143.player113.TestRational4;org.example.testrational.game144.player8.TestRational4;org.example.testrational.game145.player69.TestRational48;org.example.testrational.game145.player80.TestRational16;org.example.testrational.game147.player119.TestRational26;org.example.testrational.game148.player122.TestRational40;org.example.testrational.game148.player127.TestRational5
Rational,setup_57,19610,true,12,org.example.testrational.game135.player26.TestRational29;org.example.testrational.game136.player9.TestRational5;org.example.testrational.game140.player39.TestRational22;org.example.testrational.game140.player39.TestRational25;org.example.testrational.game140.player64.TestRational32;org.example.testrational.game143.player60.TestRational5;org.example.testrational.game145.player69.TestRational32;org.example.testrational.game146.player128.TestRational23;org.example.testrational.game147.player119.TestRational29;org.example.testrational.game147.player119.TestRational9;org.example.testrational.game148.player122.TestRational26;org.example.testrational.game148.player127.TestRational44
