game_id,class_alias,attacker,defender,turn,mutant_id,forfeit,killed_immediately,killed_later,surviving,Classname,SetupID,MutantID,attempt,submission,equivalent
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,5,260.0,False,False,True,False,Complex,setup_0,10900.0,1.0,1.0,True
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,6,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,7,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,8,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,9,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,10,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,11,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,12,380.0,False,False,True,False,Complex,setup_0,11740.0,1.0,2.0,True
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,13,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,14,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,15,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,16,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,17,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,18,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,19,,True,,,,,,,,,
237,Complex,claude-3-5-haiku-latest,claude-3-5-haiku-latest,20,,True,,,,,,,,,
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,1,191.0,False,True,False,True,Complex,setup_13,10324.0,1.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,2,198.0,False,False,True,False,Complex,setup_13,10384.0,1.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,3,214.0,False,False,True,False,Complex,setup_13,10486.0,1.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,4,229.0,False,True,False,True,Complex,setup_13,10656.0,1.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,5,240.0,False,False,True,False,Complex,setup_13,10780.0,1.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,6,258.0,False,False,True,False,Complex,setup_13,10873.0,1.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,7,269.0,False,False,True,False,Complex,setup_13,11079.0,1.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,8,311.0,False,True,False,True,Complex,setup_13,11216.0,3.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,9,,True,,,,,,,,,
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,10,,True,,,,,,,,,
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,11,365.0,False,False,True,False,Complex,setup_13,11649.0,2.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,12,389.0,False,False,True,False,Complex,setup_13,11754.0,2.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,13,,True,,,,,,,,,
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,14,,True,,,,,,,,,
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,15,418.0,False,False,True,False,Complex,setup_13,12009.0,1.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,16,,True,,,,,,,,,
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,17,,True,,,,,,,,,
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,18,,True,,,,,,,,,
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,19,448.0,False,True,False,True,Complex,setup_13,12314.0,2.0,1.0,False
238,Complex,gpt-4.1-mini,claude-sonnet-4-0,20,,True,,,,,,,,,
240,Complex,gpt-4.1,claude-sonnet-4-0,1,184.0,False,True,False,True,Complex,setup_19,10322.0,1.0,1.0,False
240,Complex,gpt-4.1,claude-sonnet-4-0,2,,True,,,,,,,,,
240,Complex,gpt-4.1,claude-sonnet-4-0,3,215.0,False,False,True,False,Complex,setup_19,10473.0,2.0,1.0,False
240,Complex,gpt-4.1,claude-sonnet-4-0,4,223.0,False,False,True,False,Complex,setup_19,10562.0,1.0,1.0,False
240,Complex,gpt-4.1,claude-sonnet-4-0,5,234.0,False,True,False,True,Complex,setup_19,10687.0,1.0,1.0,False
240,Complex,gpt-4.1,claude-sonnet-4-0,6,244.0,False,True,False,True,Complex,setup_19,10712.0,1.0,1.0,False
240,Complex,gpt-4.1,claude-sonnet-4-0,7,,True,,,,,,,,,
240,Complex,gpt-4.1,claude-sonnet-4-0,8,257.0,False,False,True,False,Complex,setup_19,10838.0,1.0,1.0,False
240,Complex,gpt-4.1,claude-sonnet-4-0,9,273.0,False,True,False,True,Complex,setup_19,11030.0,3.0,1.0,False
240,Complex,gpt-4.1,claude-sonnet-4-0,10,,True,,,,,,,,,
240,Complex,gpt-4.1,claude-sonnet-4-0,11,,True,,,,,,,,,
240,Complex,gpt-4.1,claude-sonnet-4-0,12,306.0,False,True,False,True,Complex,setup_19,11186.0,2.0,1.0,False
240,Complex,gpt-4.1,claude-sonnet-4-0,13,,True,,,,,,,,,
240,Complex,gpt-4.1,claude-sonnet-4-0,14,326.0,False,False,True,False,Complex,setup_19,11440.0,2.0,1.0,False
240,Complex,gpt-4.1,claude-sonnet-4-0,15,359.0,False,False,True,False,Complex,setup_19,11492.0,1.0,1.0,False
240,Complex,gpt-4.1,claude-sonnet-4-0,16,,True,,,,,,,,,
240,Complex,gpt-4.1,claude-sonnet-4-0,17,,True,,,,,,,,,
240,Complex,gpt-4.1,claude-sonnet-4-0,18,,True,,,,,,,,,
240,Complex,gpt-4.1,claude-sonnet-4-0,19,,True,,,,,,,,,
240,Complex,gpt-4.1,claude-sonnet-4-0,20,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,1,199.0,False,True,False,True,Complex,setup_20,10388.0,1.0,1.0,False
241,Complex,gpt-4.1,gpt-4.1-mini,2,208.0,False,True,False,True,Complex,setup_20,10444.0,1.0,1.0,False
241,Complex,gpt-4.1,gpt-4.1-mini,3,219.0,False,True,False,True,Complex,setup_20,10581.0,1.0,1.0,False
241,Complex,gpt-4.1,gpt-4.1-mini,4,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,5,248.0,False,True,False,True,Complex,setup_20,10778.0,2.0,1.0,False
241,Complex,gpt-4.1,gpt-4.1-mini,6,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,7,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,8,277.0,False,True,False,True,Complex,setup_20,11063.0,3.0,1.0,False
241,Complex,gpt-4.1,gpt-4.1-mini,9,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,10,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,11,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,12,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,13,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,14,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,15,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,16,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,17,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,18,396.0,False,True,False,True,Complex,setup_20,11762.0,2.0,1.0,False
241,Complex,gpt-4.1,gpt-4.1-mini,19,,True,,,,,,,,,
241,Complex,gpt-4.1,gpt-4.1-mini,20,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,1,188.0,False,True,False,True,Complex,setup_3,10408.0,1.0,1.0,True
242,Complex,claude-3-5-haiku-latest,gpt-4.1,2,212.0,False,False,False,True,Complex,setup_3,10546.0,1.0,1.0,False
242,Complex,claude-3-5-haiku-latest,gpt-4.1,3,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,4,256.0,False,True,False,True,Complex,setup_3,10861.0,2.0,1.0,False
242,Complex,claude-3-5-haiku-latest,gpt-4.1,5,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,6,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,7,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,8,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,9,331.0,False,True,False,True,Complex,setup_3,11342.0,1.0,1.0,False
242,Complex,claude-3-5-haiku-latest,gpt-4.1,10,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,11,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,12,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,13,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,14,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,15,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,16,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,17,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,18,,True,,,,,,,,,
242,Complex,claude-3-5-haiku-latest,gpt-4.1,19,443.0,False,False,True,False,Complex,setup_3,12283.0,1.0,1.0,True
242,Complex,claude-3-5-haiku-latest,gpt-4.1,20,451.0,False,False,True,False,Complex,setup_3,12409.0,3.0,1.0,True
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,1,409.0,False,False,True,False,Complex,setup_6,11947.0,1.0,1.0,False
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,2,420.0,False,False,True,False,Complex,setup_6,12046.0,1.0,1.0,False
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,3,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,4,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,5,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,6,452.0,False,False,True,False,Complex,setup_6,12423.0,1.0,1.0,True
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,7,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,8,463.0,False,False,True,False,Complex,setup_6,12584.0,1.0,1.0,True
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,9,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,10,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,11,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,12,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,13,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,14,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,15,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,16,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,17,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,18,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,19,,True,,,,,,,,,
243,Complex,claude-sonnet-4-0,claude-3-5-haiku-latest,20,,True,,,,,,,,,
374,SparseIntArray,gpt-4.1-mini,gpt-4.1,1,834.0,False,True,False,True,SparseIntArray,setup_159,15442.0,1.0,1.0,False
