game_id,class_alias,attacker,defender,turn,success,compilable,attempts
380,SparseIntArray,4.1,4.1,3,1.0,1.0,1.0
380,SparseIntArray,4.1,4.1,4,1.0,1.0,1.0
380,SparseIntArray,4.1,4.1,18,1.0,1.0,1.0
380,SparseIntArray,4.1,4.1,20,,3.0,3.0
383,SparseIntArray,4.1,4.1 mini,3,,,
383,SparseIntArray,4.1,4.1 mini,7,,,
383,SparseIntArray,4.1,4.1 mini,8,,,
383,SparseIntArray,4.1,4.1 mini,9,,,
383,SparseIntArray,4.1,4.1 mini,10,,,
383,SparseIntArray,4.1,4.1 mini,13,,,
383,SparseIntArray,4.1,4.1 mini,15,,,
383,SparseIntArray,4.1,4.1 mini,16,,,
383,SparseIntArray,4.1,4.1 mini,17,,,
383,SparseIntArray,4.1,4.1 mini,18,,,
383,SparseIntArray,4.1,4.1 mini,20,,,
383,SparseIntArray,4.1,4.1 mini,1,1.0,1.0,1.0
383,SparseIntArray,4.1,4.1 mini,2,,3.0,3.0
383,SparseIntArray,4.1,4.1 mini,4,1.0,1.0,1.0
383,SparseIntArray,4.1,4.1 mini,5,,3.0,3.0
383,SparseIntArray,4.1,4.1 mini,6,1.0,1.0,1.0
383,SparseIntArray,4.1,4.1 mini,11,1.0,1.0,1.0
383,SparseIntArray,4.1,4.1 mini,12,,3.0,3.0
383,SparseIntArray,4.1,4.1 mini,14,,3.0,3.0
383,SparseIntArray,4.1,4.1 mini,19,,3.0,3.0
384,SparseIntArray,sonnet,sonnet,3,,,
384,SparseIntArray,sonnet,sonnet,4,,,
384,SparseIntArray,sonnet,sonnet,5,,,
384,SparseIntArray,sonnet,sonnet,6,,,
384,SparseIntArray,sonnet,sonnet,7,,,
384,SparseIntArray,sonnet,sonnet,8,,,
384,SparseIntArray,sonnet,sonnet,9,,,
384,SparseIntArray,sonnet,sonnet,10,,,
384,SparseIntArray,sonnet,sonnet,11,,,
384,SparseIntArray,sonnet,sonnet,12,,,
384,SparseIntArray,sonnet,sonnet,13,,,
384,SparseIntArray,sonnet,sonnet,14,,,
384,SparseIntArray,sonnet,sonnet,15,,,
384,SparseIntArray,sonnet,sonnet,16,,,
384,SparseIntArray,sonnet,sonnet,17,,,
384,SparseIntArray,sonnet,sonnet,18,,,
384,SparseIntArray,sonnet,sonnet,19,,,
384,SparseIntArray,sonnet,sonnet,20,,,
384,SparseIntArray,sonnet,sonnet,1,1.0,1.0,1.0
384,SparseIntArray,sonnet,sonnet,2,,0.0,15.0
387,SparseIntArray,sonnet,4.1 mini,3,,,
387,SparseIntArray,sonnet,4.1 mini,4,,,
387,SparseIntArray,sonnet,4.1 mini,5,,,
387,SparseIntArray,sonnet,4.1 mini,6,,,
387,SparseIntArray,sonnet,4.1 mini,7,,,
387,SparseIntArray,sonnet,4.1 mini,8,,,
387,SparseIntArray,sonnet,4.1 mini,9,,,
387,SparseIntArray,sonnet,4.1 mini,10,,,
387,SparseIntArray,sonnet,4.1 mini,11,,,
387,SparseIntArray,sonnet,4.1 mini,12,,,
387,SparseIntArray,sonnet,4.1 mini,13,,,
387,SparseIntArray,sonnet,4.1 mini,14,,,
387,SparseIntArray,sonnet,4.1 mini,15,,,
387,SparseIntArray,sonnet,4.1 mini,16,,,
387,SparseIntArray,sonnet,4.1 mini,17,,,
387,SparseIntArray,sonnet,4.1 mini,18,,,
387,SparseIntArray,sonnet,4.1 mini,19,,,
387,SparseIntArray,sonnet,4.1 mini,20,,,
387,SparseIntArray,sonnet,4.1 mini,1,1.0,1.0,3.0
387,SparseIntArray,sonnet,4.1 mini,2,,0.0,15.0
390,SparseIntArray,4.1,sonnet,4,,,
390,SparseIntArray,4.1,sonnet,6,,,
390,SparseIntArray,4.1,sonnet,7,,,
390,SparseIntArray,4.1,sonnet,8,,,
390,SparseIntArray,4.1,sonnet,9,,,
390,SparseIntArray,4.1,sonnet,10,,,
390,SparseIntArray,4.1,sonnet,12,,,
390,SparseIntArray,4.1,sonnet,13,,,
390,SparseIntArray,4.1,sonnet,14,,,
390,SparseIntArray,4.1,sonnet,15,,,
390,SparseIntArray,4.1,sonnet,16,,,
390,SparseIntArray,4.1,sonnet,18,,,
390,SparseIntArray,4.1,sonnet,19,,,
390,SparseIntArray,4.1,sonnet,20,,,
390,SparseIntArray,4.1,sonnet,1,1.0,1.0,1.0
390,SparseIntArray,4.1,sonnet,2,1.0,1.0,1.0
390,SparseIntArray,4.1,sonnet,3,1.0,1.0,1.0
390,SparseIntArray,4.1,sonnet,5,1.0,1.0,1.0
390,SparseIntArray,4.1,sonnet,11,1.0,1.0,1.0
390,SparseIntArray,4.1,sonnet,17,,0.0,15.0
394,SparseIntArray,4.1,haiku,6,,,
394,SparseIntArray,4.1,haiku,8,,,
394,SparseIntArray,4.1,haiku,9,,,
394,SparseIntArray,4.1,haiku,12,,,
394,SparseIntArray,4.1,haiku,1,1.0,1.0,1.0
394,SparseIntArray,4.1,haiku,2,,0.0,15.0
394,SparseIntArray,4.1,haiku,3,,0.0,15.0
394,SparseIntArray,4.1,haiku,4,,0.0,15.0
394,SparseIntArray,4.1,haiku,5,1.0,1.0,1.0
394,SparseIntArray,4.1,haiku,7,,0.0,15.0
394,SparseIntArray,4.1,haiku,10,,0.0,15.0
394,SparseIntArray,4.1,haiku,11,1.0,1.0,2.0
394,SparseIntArray,4.1,haiku,13,,0.0,15.0
394,SparseIntArray,4.1,haiku,14,2.0,1.0,9.0
394,SparseIntArray,4.1,haiku,15,1.0,1.0,1.0
394,SparseIntArray,4.1,haiku,16,1.0,1.0,1.0
394,SparseIntArray,4.1,haiku,17,,0.0,15.0
394,SparseIntArray,4.1,haiku,18,,3.0,4.0
394,SparseIntArray,4.1,haiku,19,1.0,1.0,1.0
394,SparseIntArray,4.1,haiku,20,,2.0,12.0
413,IntHashMap,4.1 mini,4.1 mini,12,,,
413,IntHashMap,4.1 mini,4.1 mini,13,,,
413,IntHashMap,4.1 mini,4.1 mini,17,,,
413,IntHashMap,4.1 mini,4.1 mini,19,,,
413,IntHashMap,4.1 mini,4.1 mini,1,,3.0,7.0
413,IntHashMap,4.1 mini,4.1 mini,2,,3.0,3.0
413,IntHashMap,4.1 mini,4.1 mini,3,,3.0,6.0
413,IntHashMap,4.1 mini,4.1 mini,4,,3.0,3.0
413,IntHashMap,4.1 mini,4.1 mini,5,,3.0,3.0
413,IntHashMap,4.1 mini,4.1 mini,6,,3.0,3.0
413,IntHashMap,4.1 mini,4.1 mini,7,,3.0,5.0
413,IntHashMap,4.1 mini,4.1 mini,8,,3.0,3.0
413,IntHashMap,4.1 mini,4.1 mini,9,1.0,1.0,1.0
413,IntHashMap,4.1 mini,4.1 mini,10,1.0,1.0,5.0
413,IntHashMap,4.1 mini,4.1 mini,11,1.0,1.0,1.0
413,IntHashMap,4.1 mini,4.1 mini,14,,3.0,3.0
413,IntHashMap,4.1 mini,4.1 mini,15,,3.0,3.0
413,IntHashMap,4.1 mini,4.1 mini,16,,3.0,3.0
413,IntHashMap,4.1 mini,4.1 mini,18,,3.0,3.0
413,IntHashMap,4.1 mini,4.1 mini,20,1.0,1.0,1.0
414,IntHashMap,4.1 mini,4.1,5,,,
414,IntHashMap,4.1 mini,4.1,15,,,
414,IntHashMap,4.1 mini,4.1,16,,,
414,IntHashMap,4.1 mini,4.1,17,,,
414,IntHashMap,4.1 mini,4.1,18,,,
414,IntHashMap,4.1 mini,4.1,1,2.0,2.0,2.0
414,IntHashMap,4.1 mini,4.1,2,,3.0,6.0
414,IntHashMap,4.1 mini,4.1,3,,3.0,3.0
414,IntHashMap,4.1 mini,4.1,4,1.0,1.0,1.0
414,IntHashMap,4.1 mini,4.1,6,,3.0,3.0
414,IntHashMap,4.1 mini,4.1,7,,3.0,8.0
414,IntHashMap,4.1 mini,4.1,8,,3.0,4.0
414,IntHashMap,4.1 mini,4.1,9,,3.0,3.0
414,IntHashMap,4.1 mini,4.1,10,,3.0,4.0
414,IntHashMap,4.1 mini,4.1,11,1.0,1.0,1.0
414,IntHashMap,4.1 mini,4.1,12,,3.0,3.0
414,IntHashMap,4.1 mini,4.1,13,,3.0,7.0
414,IntHashMap,4.1 mini,4.1,14,,3.0,4.0
414,IntHashMap,4.1 mini,4.1,19,,3.0,4.0
414,IntHashMap,4.1 mini,4.1,20,,3.0,5.0
418,IntHashMap,4.1,4.1 mini,16,,,
418,IntHashMap,4.1,4.1 mini,1,,2.0,10.0
418,IntHashMap,4.1,4.1 mini,2,,2.0,7.0
418,IntHashMap,4.1,4.1 mini,3,1.0,1.0,1.0
418,IntHashMap,4.1,4.1 mini,4,,3.0,3.0
418,IntHashMap,4.1,4.1 mini,5,2.0,2.0,2.0
418,IntHashMap,4.1,4.1 mini,6,,3.0,4.0
